"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Sub-Saharan Africa","SSF","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2","14.2","14.3","14.3","14.4","14.3","14.3","14.1","13.5","13.1","12.5","12.8","12.6","12.2","",
"Sub-Saharan Africa","SSF","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5474330","7446800","4594032","6772289","11546514","8969900","13456370","",
"Sub-Saharan Africa","SSF","Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval","VA.PER.RNK.LOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","","37.0570475338831","31.2114789375986","30.1675555707542","32.2289095026234","35.7839123714482","36.8164697623431","39.8425344828972","35.7422766830996","33.4299960688978","47.9460913061284","41.0267612823243","37.9709976211903","33.9958445481618","32.1456216505796","36.4552210957479","35.4853981510309","36.1852874510569","35.8078470013807","33.4199153946741","31.5523737042693","36.7705805788797","39.5177536922601","39.6291952093512","39.035372986572","39.4338948604381","39.6638956770837","42.1905572850674","40.6624422783885","44.5229536918137","39.8133016713678","47.561381557179","50.6583790059198","51.5250854927778","46.4120833046492","46.4576956960127","46.8219151182772","47.3449878035631","49.043613296246","43.2890307984044","48.1052222907664","53.1188442126269","51.5880020383389","48.6329816720867","24.8532006513433","24.0420412735515","34.7756208497953","30.6332517461377","28.3113715144102",
"Sub-Saharan Africa","SSF","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","3578987407.28781","3956742064.8767","5049732008.56268","6081872270.35321","7456921208.18299","7422001217.38294","6345627180.25905","5894851056.26918","5692731514.29837","5535583394.49109","5508327895.68968","6301369557.0868","6866161913.53065","8024858075.20855","9473927676.60031","9087505298.87045","9778878240.84547","10163422678.5805","10207169926.486","11658394383.9804","12816599145.355","13634661293.918","14326022998.7756","15535353073.6824","15366979021.7346","15960560165.2065","17546179334.5846","23343542634.6175","27287118978.0536","28604701881.5941","33776005953.5425","37851093910.6795","39726151456.3524","37470506938.8766","44001589655.2298","49615220947.2647","54007752534.8923","53878524719.6161","55289228757.2362","56423048688.3362","55645035759.708","62178448323.7725","68851925255.5894","71028767956.3848","46477204184.6389","54919200086.9551","69922304055.1717","75891706715.7703","83575392071.5244",
"Sub-Saharan Africa","SSF","Merchandise exports by the reporting economy (current US$)","TX.VAL.MRCH.WL.CD","2082230000","2283600000","2327101000","2878880000","3967911000","4096472000","4525881000","4193916000","4625056000","5754966000","6429156000","6191154000","7930463000","11038876000","18869485000","15071599000","18370407000","21437432000","19904041000","28785867661.3531","15845028648.5302","31642062162.2199","27948909239.4185","25364083173.1394","27752765945.3408","29759042775.0252","21442103999.1368","23977185860.7448","25281658929.9124","27242090878.6644","34996158036.453","29431245733.3255","35118382527.677","32625246294.4726","34144668979.0901","38734002898.5822","47557287747.6725","48861798288.7543","60660809692.606","65041343145.9663","103817697975","92831292477","99923281671","130079475093","156392745027","212512725355","249489516694","295101839630","375286545918","260892466004","358407800839","459816995698","441681688551","422441117685","405602671707","297492873313","260701197817","296968070563","347190717741","335138254113","284783167611","388518159691","477974144207","417958737967","",
"Sub-Saharan Africa","SSF","Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","TX.VAL.MRCH.R4.ZS","2.7047924580858","2.41285689262568","2.4622910651493","1.78163035624965","1.46611151308585","1.44514596950742","1.33801573660465","1.33235858801178","0.956312745186221","0.963706822942134","0.986552511713824","1.03205315196488","1.04176767485076","1.15901292849018","1.01074300649965","1.38406017835268","0.820275783764617","0.87029080721982","1.02360621142209","0.915683037685551","2.19238808600097","1.46662158620334","1.26928109227108","1.13472998824922","1.16671966533254","0.950763348525923","1.23798882510309","0.840929804231743","0.929794974358727","1.06853341645606","1.60213286234994","1.10933204273064","1.08277132521505","1.49716027709354","1.3055504534472","1.28707924296638","1.52006425940279","1.34823618308714","1.2644209973778","1.04623241690722","0.711245408444533","0.976800405127036","0.77532438691397","0.681665669673137","0.591177290762677","0.621755081157032","0.693063489766095","0.681538366389614","0.602637073883848","0.738363754808644","0.58751759924609","0.460778983992047","0.50913779250786","0.459393516576928","0.557922899145673","0.756776758356591","1.01121009495726","0.830098195852014","0.710182557599185","0.870059215626526","0.933342588081155","0.964989145161661","1.12598992146931","0.911195556653416","",
"Sub-Saharan Africa","SSF","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","TX.VAL.MRCH.OR.ZS","6.7965594578889","6.05184795936241","6.20084817977389","5.24130912021342","5.0485759383212","4.81641275712369","4.34231478909852","4.59832767275263","4.02719448153709","4.19971204000163","4.80509416788145","5.82713658875227","5.89172410236325","5.05032396414273","2.93586708911239","3.87559408925357","3.14357760282611","3.93681015524621","4.17960855285618","4.07911284087675","7.71917743081213","6.55862271331674","4.92679341092143","4.50792820292405","3.95773383871755","5.40013137220626","5.18356575081364","4.39258253929031","5.48570796253445","4.91475478122543","5.11096959935063","6.449813534535","5.96289800533491","8.80133660633052","8.80037124840985","10.2092034392226","11.313927536589","11.790919549761","10.4038931526693","14.1625204823249","27.7962253679995","28.1557172884088","27.1249869227086","24.0435990263948","20.3155551541184","21.5867807042458","21.9336273443974","22.5338369301171","23.6535495928479","24.5479900040571","24.6337319760683","25.0176614390637","27.9595285442178","28.8454803861833","28.2130292659078","26.0091695744897","26.6629245561784","31.535677743218","33.935526055709","32.6296852985122","30.4464063762492","31.0101685179456","28.8518411651315","31.1561607835751","",
"Sub-Saharan Africa","SSF","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","12.5029425932638","13.3484437888899","13.9784968820837","13.7028250922684","10.485874736722","9.05555090250115","","5.50435059374167","","","","","","","","","","","","","","","9.32446262345912","7.91626221638288","7.91270727757552","12.0519409737905","8.2835144415083","13.3045097776318","9.17579685425962","11.2782497505544","","","16.0650171101689","15.0444764071408","14.5201233444748","13.4157993938214","14.3687310088564","14.0464524689498","12.6854738357047","13.6064322711528","13.0557308029612","13.6683466318966","12.6759446580907","12.9646430075462","13.0753651460006","14.7696989508982","17.0465329870274","18.6147780377973","16.703323213091","16.7072064691064","",
"Sub-Saharan Africa","SSF","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","30.5703949504266","29.1884904560378","30.1063150503479","29.2431236589616","33.5986331623564","37.5162694830622","","41.0003561591657","","","","","","","","","","","","","","","32.1724388656237","29.4856886413585","31.3738576028294","31.5459779942815","32.3381154312273","31.5717066192503","31.7161834216939","31.2252811123467","","","33.3770471620202","40.9959196303308","39.8486108927534","39.7207405171586","38.9505695035413","41.0007628162926","40.0228713476576","39.1682186667108","39.8862425800783","35.6987539098296","34.9269695603725","38.4251995406555","39.2693532239089","38.5090086543385","37.3952156861206","36.8298536578961","41.1381844145347","38.0005365213265","",
"Sub-Saharan Africa","SSF","Export volume index (2015 = 100)","TX.QTY.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Transport services (% of commercial service imports)","TM.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","","","47.4227405348645","47.255672245381","47.1126207448111","47.5017641334434","51.2538109471775","48.9713820743293","47.7831731750176","49.7081211850522","49.1961444809259","48.2678030105877","46.5766599519305","47.7292747558236","48.3585016346257","46.325533357393","47.9613583417055","47.0471215118088","41.1234788193601","41.0716760639374","38.0639892790444","38.2769823814452","40.0284517674387","38.8151595220679","40.14698223257","39.7920157377744","38.3381063524672","38.5148408845019","39.2479064600873","42.9983726531158","43.984475356296","42.1751960921882","42.7566911285376","43.4223982783987","41.2304844349253","41.263771264644","41.7414663196629","44.7513688939161","44.2753055782337","42.9346985359624","42.2315218628631","41.9123813010085","38.5999803127049","39.0806666465366","39.1323277819248","38.0131077821801","42.2872432893616","47.1133023927183","42.1822173111453","",
